a,b,c,t.star,c.star
40.80279151,2.222010373,0.000915902,2087.576892,6.748069639
33.60169905,2.304764648,0.003356003,2033.920954,0.878067515
12.19333536,1.149822273,-0.004832145,2021.552986,2.993470596
33.50244034,1.975824057,0.000957362,2088.80112,9.319638673
23.442951,1.914071248,0.000215219,2062.383227,3.154322356
12.28652962,1.82874301,0.000564601,2082.844328,10.04478201
16.35555626,1.532641633,-0.002201395,2072.561303,8.275820899
33.6053334,2.34862249,0.004297913,2063.145999,3.101298681
15.88451943,1.687681699,-0.000269645,2082.84535,10.65365548
40.67383126,2.117541354,0.000504391,2081.550673,7.765960358
42.83352071,2.490805043,0.004095418,2086.895981,6.405505273
22.72853067,1.934014432,0.000703598,2070.674183,5.90182422
37.66299913,2.555777707,0.00558701,2093.610869,9.887035601
38.73244022,2.167808623,0.002570485,2045.823117,2.297387274
51.24794931,2.357863028,0.002958919,2095.748673,22.33523797
16.1308817,1.463222843,-0.003470851,2054.66672,5.178944175
46.77877682,2.462553051,0.003590553,2082.37012,5.615747792
42.57246817,2.400024613,0.003248891,2040.880758,1.997121368
30.05007036,1.855311245,-0.000184787,2082.41814,11.50703359
10.90808407,0.971560115,-0.007123536,2085.558942,21.38188116
52.56518881,2.985786919,0.007989559,2099.343648,15.32258608
14.36785636,1.683277229,-0.001209366,2091.907083,26.07394874
32.05227902,1.832262335,-0.002439726,2039.198279,3.018300924
25.67331529,2.185915327,0.002347472,2042.661219,2.486417678
53.04909478,3.037935662,0.008399135,2091.402491,3.080031301
37.39574032,2.472852773,0.004692011,2051.523204,1.840544704
43.67809901,2.504489789,0.00402486,2091.201619,8.658053204
17.9024304,1.731340785,-0.000628339,2016.307204,2.518677341
33.20235515,2.063712149,0.000700942,2094.480807,27.99468028
49.73223015,2.675729183,0.004389668,2085.723746,6.067972877
43.92287911,2.641393486,0.005544271,2096.117242,17.09185002
9.965724742,1.333184997,-0.00408015,2055.847467,5.794234821
38.48592497,2.70117875,0.006099741,2086.152618,5.257061487
42.13469481,2.303403104,0.001987727,2089.095307,12.18236189
44.71852957,2.434211238,0.002796313,2084.807711,6.483341441
30.95653017,2.254470174,0.003301459,2089.688309,11.76809027
45.86514138,2.356380874,0.002165126,2089.391133,9.732012115
35.90651315,2.098464231,0.001273072,2070.389682,4.838134479
54.42554878,3.05864904,0.008445339,2101.818842,30.02446771
31.0698114,1.996859112,0.001042066,2082.77396,8.279819381
47.4052097,2.604850263,0.005153412,2098.261332,30.6755472
55.12371384,3.002476454,0.00836413,2100.01951,7.674973542
22.76907972,1.755212993,-0.000690183,2068.500326,6.324722318
52.63568689,2.835523796,0.006739521,2077.083391,1.276929574
36.1988823,2.155343098,0.001912229,2080.616849,6.585722116
39.23531476,2.189314936,0.001878544,2096.087918,34.24881253
45.68814385,3.062944241,0.008905474,2095.248826,1.652459523
39.51798646,2.518940453,0.005100156,2084.141192,4.994498079
21.54931354,1.878140212,0.000225246,2094.839144,34.88633634
30.23073255,2.07806685,0.001479317,2088.121135,10.95818689
42.86501929,2.508156411,0.00464555,2086.429564,6.877643233
22.56233221,1.808619106,0.000142917,2079.389174,9.989341199
55.05834052,2.972502633,0.00785989,2098.798792,23.70031314
27.66217076,2.620892896,0.00612101,2082.624007,4.046357821
40.55637425,2.38926142,0.003395286,2095.433485,23.95439209
29.96735065,1.877077494,-0.000905442,2057.275572,4.468730141
34.90407735,1.961710119,-4.26E-05,2047.412808,3.075139495
28.88014459,2.27029722,0.00400183,2015.148993,1.334822727
36.01378837,2.38895941,0.003410955,2091.82044,10.74745946
42.91255529,2.358137823,0.00288753,2089.671665,11.74004575
42.89530729,2.372491303,0.002175477,2061.467914,2.509172764
16.00120021,1.329731513,-0.004306898,2037.37917,3.905752327
37.91430784,2.351253831,0.004077649,2016.789673,1.435157135
22.31503932,2.003524168,0.001314077,2093.220094,22.89445986
49.92474167,2.404997685,0.002629042,2094.206971,22.18186133
47.63055277,2.63375883,0.004486696,2084.585629,4.679849793
25.35099323,1.796656985,-0.000953619,2093.715896,33.73901843
22.43903404,1.996463761,0.001833036,2076.299329,6.740599454
47.08534247,1.768815168,-0.002520582,2089.792961,18.94050437
33.14026021,2.278525489,0.00357928,2073.872931,5.117425569
42.05396165,2.822323969,0.007374885,2074.983317,1.943352309
48.87538147,2.82927098,0.007533797,2055.964865,0.737529565
51.44400163,2.523648498,0.003364561,2082.437889,6.27144991
28.37112601,1.862641423,-0.000125389,2089.16317,15.51626527
23.2536717,1.630777404,-0.001687989,2031.54721,3.291668198
24.848388,1.907119105,0.000231523,2076.156352,8.350851785
22.52075171,1.599380469,-0.002717037,2029.601283,3.291347486
31.89313366,2.197318727,0.002269113,2094.496427,23.85302705
50.84030806,2.944584121,0.007857841,2081.243766,1.975399421
6.762175145,1.069844871,-0.005954703,2087.893098,23.41724597
32.05227902,1.832262335,-0.002439726,2039.198279,3.018300924
12.73050767,1.646003688,-0.000496016,2063.494968,6.074560343
24.77993876,1.500166002,-0.003395734,2091.906595,29.42055444
37.52479105,2.475210117,0.003617681,2092.108855,12.26224737
23.92715164,1.589108308,-0.002536711,2071.394508,7.49415546
42.82189596,2.423099356,0.003843645,2066.589273,3.445865088
43.52438138,2.5897567,0.004699196,2091.794535,8.94025143
31.84832798,2.396181263,0.004453524,2072.348536,3.05007346
24.84577772,2.146409763,0.003065942,2072.399334,5.485769713
32.45071973,2.317583181,0.003757312,2094.054264,16.94123959
30.68677017,2.098948623,0.001094658,2084.459901,9.345213978
38.87210184,2.076233903,0.000460474,2094.728822,26.94748537
49.6554683,2.812135362,0.006741455,2079.578707,3.133117305
54.40278934,2.995131839,0.007211061,2039.727406,0.20969288
37.80448892,2.353664907,0.00332408,2082.072653,6.910375927
42.31369372,2.426046866,0.002583212,2095.033362,24.96688209
55.04166067,2.880751869,0.006959187,2096.807019,3.371182901
27.88540258,2.131239317,0.002635935,2089.060017,12.64054397
33.53044813,2.090379572,0.001306847,2087.814763,11.42917089
57.63850496,3.164515855,0.008457191,2101.915273,4.820116577
8.725148826,1.508755996,-0.002272624,2090.486657,24.33449027
48.2649817,2.483946001,0.00421024,2096.826435,34.94931432
29.08041623,2.51033195,0.006108989,2078.56826,4.467668154
32.89834232,2.046945521,0.001070252,2052.76257,3.812636496
26.00843684,2.427444638,0.004757358,2040.409801,1.601343569
40.17860984,2.908386867,0.008519144,2098.367455,18.77213363
22.52800201,1.810251113,6.35E-06,2091.502412,20.69857735
29.32397602,2.27338067,0.003692113,2092.372042,16.55089694
32.71809415,1.965670194,0.000754329,2092.984853,22.4430974
29.17888046,1.884246181,0.000423555,2063.778252,5.563451329
33.71173191,2.255894234,0.003917243,2086.002306,7.590010718
41.53634562,2.525311014,0.003783884,2085.961794,7.11606371
-11.45813242,0.75611844,-0.006073729,2071.038765,12.07863681
25.3794273,2.487587428,0.005153567,2084.390433,5.754581341
12.27135048,1.80181956,0.000606492,2041.038892,3.153203768
23.49320875,1.929553538,0.001030109,2068.893083,6.160151111
59.67102811,2.815610359,0.00533292,2099.111622,31.70257209
31.39713787,2.304099441,0.00265374,2074.73439,4.704765605
32.47607921,2.389903709,0.004099538,2080.806993,4.200714084
14.41474373,1.372343974,-0.003895941,2086.542256,19.72304889
47.24125988,3.079687069,0.008608499,2101.160823,15.54628444
17.47773766,1.750013232,0.00028922,2093.742966,28.27420638
31.70040638,2.124315282,0.001740594,2085.180559,11.05544678
13.68859863,1.549163181,-0.000907319,2067.859413,6.864742134
34.70301911,2.445685046,0.003514094,2092.500776,14.77040021
20.12772185,1.625240183,-0.001739147,2044.985367,3.767475232
41.85465213,2.751975401,0.007432064,2096.088724,11.02645234
34.40132606,2.311002451,0.0027074,2093.5411,22.01331283
32.81919268,2.073924423,0.00222975,2048.283287,2.66220266
26.97097776,2.039706702,0.000157193,2022.712761,2.111173517
20.79628991,1.813100982,0.000668305,2065.184797,4.977031951
33.13067393,2.321449445,0.003071801,2031.522545,1.973303223
28.70485081,1.720439817,-0.001432253,2091.787535,23.39971231
49.56015827,2.932473389,0.00768466,2065.782222,0.500136279
29.13761763,2.210767122,0.002769718,2094.032261,24.21766031
25.52206542,1.837104277,-2.71E-05,2083.988501,10.61065792
18.81761856,1.65835762,-0.002699041,2037.965778,3.902981177
46.81121576,2.818236979,0.006345164,2090.471573,4.46003607
42.17814265,2.293937074,0.00195723,2044.823253,2.622109945
41.13312308,2.461544842,0.003958671,2089.855719,9.03578005
24.38640909,1.807831678,-0.000543176,2062.615237,4.989571895
31.1699148,2.023792378,0.001116752,2073.726808,5.935807691
26.44063194,1.848155826,-0.000871001,2081.725704,11.62506306
33.68630695,2.227418096,0.002635306,2081.084467,6.79195527
37.84809401,2.31400779,0.003483838,2082.369226,5.326946222
40.43569612,2.271334852,0.002088967,2088.273848,10.50068665
24.38640909,1.807831678,-0.000543176,2062.615237,4.989571895
39.19474925,2.480652565,0.004442617,2017.337826,1.368708177
37.49045633,2.231599716,0.001184984,2024.515715,2.1086382
13.55974131,1.668888015,-0.00148452,2076.585374,9.381748494
51.44400163,2.523648498,0.003364561,2082.437889,6.27144991
60.27939518,3.002853041,0.008083108,2085.068698,1.384905507
58.99834783,3.041984444,0.007540293,2073.048668,1.287556058
20.74928753,1.861303629,0.001219173,2078.933665,8.917104362
25.10863327,1.707962524,-0.001683672,2093.628096,31.63945998
36.46716955,2.410141681,0.0037811,2081.303542,5.591261692
4.81913478,1.167920612,-0.005065155,2084.248271,18.26122356
36.70007196,2.13270116,0.001143299,2094.363312,28.84871167
39.50921688,2.460451137,0.004518354,2067.232089,2.242145631
29.21921152,1.966697379,-0.000128167,2083.548746,10.96117699
30.21376631,2.107934631,0.002180988,2092.752053,22.83210426
37.77537666,2.422725168,0.004052562,2045.575758,1.737184557
31.75247575,2.049749927,0.001944751,2082.121297,8.943647475
37.38204072,2.403019104,0.003473358,2066.464406,3.186825747
37.48320713,2.054840371,0.001696349,2077.738228,7.36683449
51.2513854,3.023202774,0.008170643,2101.588337,9.342735659
71.4463682,3.557607658,0.01152089,2049.574808,-1.548576946
43.76879845,2.382036163,0.003311842,2056.341686,2.688324221
28.82627168,1.983551114,0.001612417,2088.17727,13.83350533
25.04455206,1.566649401,-0.00281759,2017.821018,2.839586455
62.2602434,3.03227662,0.007495838,2099.699961,32.8725871
38.77967789,2.360625601,0.003146875,2065.277828,2.886024376
41.24519499,2.36535029,0.003673408,2056.266166,2.177671613
21.84594265,1.892747606,8.67E-05,2092.953824,28.09147749
16.1308817,1.463222843,-0.003470851,2054.66672,5.178944175
61.03652055,3.016049285,0.006672187,2103.430456,10.01597727
46.39368552,2.737786685,0.00560506,2096.121127,9.826513417
33.77067509,1.966764069,0.000363618,2076.337417,7.765962011
39.91198615,2.766857958,0.007341139,2095.933462,12.56121015
35.32460542,2.493557545,0.004821107,2097.656899,27.42061094
34.21436157,2.232011995,0.002941795,2090.554753,13.87139522
47.4662778,2.384822181,0.003175076,2092.912186,12.380616
37.83285079,2.200128283,0.001918856,2061.174726,3.554868002
43.00173894,2.473048628,0.003656975,2088.320066,10.18100507
40.07493575,2.37374168,0.002512455,2087.504657,7.531481646
51.01241647,3.043137202,0.008413093,2093.843487,3.036584067
38.67812669,2.45664895,0.004579711,2096.294222,28.96406396
55.67868838,2.603420749,0.003720631,2053.891824,2.168802721
20.74238202,1.922036753,0.001998131,2065.35519,4.622172706
28.91300475,2.267396602,0.003215978,2068.786447,4.589300849
37.51288448,2.361857276,0.002477273,2069.275462,3.864450452
31.40843144,2.553506545,0.005906903,2095.44609,13.76685467
29.9389421,2.480589258,0.004755888,2035.488468,1.690798115
47.30032576,2.645356115,0.006172288,2083.14167,3.396820419
21.36547324,1.674585243,-0.002015025,2090.238287,23.26014488
43.41292545,2.649590574,0.005108522,2093.723169,9.40687432
45.83234432,2.424208638,0.002314947,2081.885036,5.174387773
32.71809415,1.965670194,0.000754329,2092.984853,22.4430974
67.57248719,3.462599294,0.009717374,2089.594124,-5.013300942
48.4410125,2.578873117,0.003761967,2090.110312,10.5023553
40.06116991,2.499239609,0.004821906,2093.807473,16.02658845
2.184535715,1.597839759,-0.000232487,2086.64835,14.94289877
6.679650011,1.651200217,-0.001248826,2084.929131,13.6092021
38.72190564,2.02964717,0.000599241,2068.678921,5.753664512
54.57851968,2.725124421,0.005893762,2095.454141,8.1790622
20.88082081,1.771126562,-5.69E-06,2079.79817,10.25465023
41.28858485,2.479488751,0.005087917,2042.878485,1.643759119
30.14079857,1.952560115,0.000204191,2090.344751,18.92833499
21.65649065,1.633281632,-0.001517678,2036.59315,3.072489521
29.42637033,2.07645849,0.001734362,2068.772506,5.510187163
42.45422085,2.530660142,0.004655261,2071.445416,3.735815503
28.36983723,2.167645992,0.002292383,2020.441239,1.465994273
49.21241522,2.92522693,0.008183513,2103.530366,-6.522308229
40.91273221,2.251927477,0.001892053,2039.218468,1.995141562
44.20116539,2.563340214,0.004937886,2095.395219,16.25518711
47.17935748,2.283813379,0.002135111,2083.894146,7.745049035
36.1684518,2.519387841,0.004617247,2050.473151,1.612686403
40.14053664,2.272161011,0.003531608,2093.97114,17.01430026
68.1647672,2.973788917,0.006341391,2041.562678,0.677437198
8.977011004,1.241344522,-0.004871982,2071.51774,10.39811477
46.61270429,2.735212251,0.005971972,2095.537167,16.58958628
47.80459181,2.876365272,0.007409834,2099.680686,25.12483945
39.39264659,2.485988116,0.004261029,2095.49928,24.66891567
38.8447456,2.416948412,0.004039911,2032.622092,1.5209339
27.99455133,1.918215574,0.000538821,2088.534815,15.49041654
48.5725664,2.880255831,0.007256395,2096.656715,2.969069257
61.03652055,3.016049285,0.006672187,2103.430456,10.01597727
46.73934119,2.830561239,0.006981426,2097.002186,19.11220037
26.65573887,2.142327489,0.002757067,2067.375779,3.958710588
19.96573772,1.80867238,8.61E-05,2076.775401,7.749890352
37.87844067,2.08228291,0.000144178,2090.929791,15.1970289
26.44063194,1.848155826,-0.000871001,2081.725704,11.62506306
20.22696778,1.794205254,0.000122914,2086.891006,15.68434204
19.08794158,1.666759766,-0.000701426,2085.646807,13.00448341
30.57446949,1.94298791,0.000425363,2074.452398,6.932972863
29.13761763,2.210767122,0.002769718,2094.032261,24.21766031
41.5385079,2.294261117,0.002992886,2096.369564,30.60670599
39.1496824,2.183357223,0.002016615,2070.697648,4.710115786
21.55737893,1.685468596,-0.001013053,2069.834919,6.900319192
7.645823674,2.025179248,0.003119383,2066.385695,4.672911544
24.77993876,1.500166002,-0.003395734,2091.906595,29.42055444
27.44511174,1.801290791,-0.000590103,2051.221278,3.587388238
13.90863923,1.272451647,-0.004078124,2031.497364,4.285894709
42.56980412,2.276400232,0.002035802,2080.953213,6.248252213
43.95430367,2.705017709,0.006074388,2082.460272,4.406289025
52.92472803,2.838422373,0.005549183,2083.324431,1.706821369
57.8708737,2.721032435,0.005341999,2097.483759,16.28058863
62.79306266,3.019791034,0.007425999,2085.293489,0.027699526
8.965177916,1.098091486,-0.005682189,2065.188244,8.055551667
33.14518196,2.208391626,0.00233604,2072.847632,5.113765413
41.07974775,2.143795009,0.000853815,2087.868216,10.7341431
31.84832798,2.396181263,0.004453524,2072.348536,3.05007346
43.00173894,2.473048628,0.003656975,2088.320066,10.18100507
38.29256259,2.270214213,0.002380131,2093.790687,18.94397967
12.60499957,1.385267883,-0.0034287,2080.304706,12.26283339
47.38984718,2.300055194,0.002667535,2089.066907,9.219485174
43.87912062,2.306586766,0.001925125,2068.139962,3.378827767
36.20690137,2.036494605,0.000250639,2074.593406,6.126651263
26.74107857,2.311982089,0.004148143,2093.377293,18.79230676
44.90975688,2.312212432,0.00235068,2061.930924,3.000576727
37.83285079,2.200128283,0.001918856,2061.174726,3.554868002
34.49009217,2.06758418,-6.21E-05,2076.75053,6.476415708
31.91105988,1.966636276,0.000456787,2086.463082,13.38835197
42.9190059,2.723674938,0.00593564,2087.242724,5.927843975
23.37665681,2.254122347,0.003881502,2083.148506,6.962785861
26.62125658,2.012304825,0.000839447,2079.545199,6.897238423
17.24798364,1.712119103,-7.24E-05,2090.897087,23.91558223
13.54744278,1.455652532,-0.002545295,2092.450349,33.37124711
37.51011351,2.331330134,0.004584252,2073.834608,3.524468213
31.07018866,1.943784676,2.38E-05,2092.536115,23.63714164
49.9020283,2.732379895,0.0061567,2083.69547,3.751195609
31.07018866,1.943784676,2.38E-05,2092.536115,23.63714164
31.69060323,1.988279511,0.000487489,2022.113626,2.14518466
23.60330395,1.995384505,0.001318367,2090.730833,15.79091643
49.56015827,2.932473389,0.00768466,2065.782222,0.500136279
43.81211083,2.714359651,0.005938611,2022.615573,0.57296355
56.91203074,2.894814575,0.006631142,2093.877837,2.634546047
30.40216072,2.044914443,0.001173036,2055.756093,3.046483793
27.55486173,1.888594323,-0.000359667,2024.588156,2.473444017
21.07278833,1.646750229,-0.001613178,2052.938302,4.454805076
29.15603348,2.259874624,0.003397289,2024.93671,1.837761062
43.71426794,2.198870514,0.001654088,2084.408507,9.612031551
31.44123549,2.309634089,0.003431091,2091.360607,11.24951574
34.43524151,2.238591027,0.002523372,2089.116481,10.20709345
44.78302392,2.261140371,0.001521533,2088.268698,12.76810095
22.57492623,1.981760576,0.000776516,2092.072482,22.81278464
29.80422996,2.249080836,0.003610383,2095.375226,28.38472727
34.95702273,2.49584328,0.00542091,2097.655654,30.84824026
60.57687436,2.918089197,0.006385727,2078.161068,2.177383543
20.45922808,1.824777912,-0.000416818,2048.083502,3.242553214
42.17814265,2.293937074,0.00195723,2044.823253,2.622109945
35.35121605,2.142813748,0.001649897,2074.039817,5.769469824
24.28909414,1.948876812,0.001139499,2081.412243,9.830665241
21.26803097,1.744421179,-0.001131422,2082.264065,11.03058284
42.57246817,2.400024613,0.003248891,2040.880758,1.997121368
15.6895557,1.674023656,-0.000713689,2061.283758,5.610110718
36.36017725,2.22931935,0.002172955,2086.09637,8.224958486
